Compound,G_sol,DeltaG_sol,volume,sol_dip,Lsolu_Hsolv,Lsolv_Hsolu,O_charges,C_charges,Most_neg,Most_pos,Het_charges,MW,SASA,LogS
DOWJXOHBNXRUOD-UHFFFAOYSA-N,-23385.2874,19.6137,237.104,0.252605,11.769,13.303,0.0,-1.61383,-0.18703,0.15057,0.0,192.2598,397.0338745,-5.85
DPJCXCZTLWNFOH-UHFFFAOYSA-N,-20717.8204,46.4494,151.387,6.19171,11.479,13.542,-0.8166399999999999,-0.5288,-0.41255,0.58591,-0.6260600000000001,138.1256,295.538208,-1.96
DPSPPJIUMHPXMA-UHFFFAOYSA-N,-26914.4938,-212.8357,280.647,9.77685,11.71,13.502,-1.16437,-0.30743000000000004,-0.45701,0.42745,-1.42432,261.2521,436.6315002,-3.7326
DQJCHOQLCLEDLL-UHFFFAOYSA-N,-22264.248,-42.6141,206.05,8.67537,11.742,13.484000000000002,0.0,-1.10614,-0.245,0.44603,0.06066000000000001,189.2344,346.7327271000001,-2.07
DQWPFSLDHJDLRL-UHFFFAOYSA-N,-25039.8465,371.5127,223.278,6.26615,12.482,16.151,-3.50715,-0.53891,-1.16882,2.67968,-0.82747,182.1559,412.8551636,0.43
DQZCVNGCTZLGAQ-UHFFFAOYSA-N,-24274.917,185.1517,261.283,4.94712,14.09,14.093,-0.51566,-0.8741,-0.51566,0.42172,-1.28444,198.3076,436.5383911,-2.36
DRLFMBDRBRZALE-UHFFFAOYSA-N,-27202.5681,293.8261,284.361,5.53824,12.428,13.042,-0.72537,-0.89161,-0.47531,0.32239,-1.29462,232.2816,483.4728394,-5.093999999999999
DRUIESSIVFYOMK-UHFFFAOYSA-N,-19658.0552,-102.3811,131.064,1.36099,11.281,17.042,0.0,0.01141,-0.11938,0.13079000000000002,-0.0114,144.3877,255.1771545,-2.17
DSBMOVYUOIIPDK-UHFFFAOYSA-N,-25261.3767,381.435,265.60200000000003,3.05072,12.541,14.431,-0.81112,-0.38474,-0.45496,0.42187,-1.50422,218.2548,432.76211550000005,-1.795
DSKJPMWIHSOYEA-UHFFFAOYSA-N,-32193.4928,76.5408,376.117,5.43257,11.245,13.727,-2.55967,-0.84795,-0.9815,2.81878,-1.5438,316.4176,577.2781372000002,-4.16
DSRNRYQBBJQVCW-UHFFFAOYSA-N,-25253.8161,223.211,256.784,4.66913,12.363,13.43,-0.7309100000000001,-0.17761,-0.49557,0.42574,-1.45163,228.6779,444.21490480000006,-2.56
DSSYKIVIOFKYAU-UHFFFAOYSA-N,-21217.7054,77.8435,206.564,3.61172,13.285,14.774,-0.34605,-1.15732,-0.34605,0.27245,-0.34605,152.2358,338.0643311,-1.9546599999999998
DTGKSKDOIYIVQL-UHFFFAOYSA-N,-21151.2675,58.2053,211.631,1.7164,15.651,15.028,-0.3864,-1.27739,-0.3864,0.23227,-0.3864,154.2516,340.9176636,-2.32
DTMRKGRREZAYAP-UHFFFAOYSA-N,-31004.6773,981.8332,374.448,2.00094,11.275,14.487,0.0,-0.51822,-0.07345,0.18703,0.14476,429.7718,521.6300659,-9.159894
DVQVBLBKEXITIK-UHFFFAOYSA-N,-29676.9365,-114.5523,342.103,8.16283,11.309,13.456,-1.92675,-2.0664700000000003,-0.96521,2.83466,-0.14043,312.404,533.2980957,-3.74
DVVGIUUJYPYENY-UHFFFAOYSA-N,-19439.6069,111.6147,133.681,5.74939,12.237,13.6,-0.49187,-0.31303000000000003,-0.49187,0.33393,-0.68502,109.1274,277.9747314,0.96
DWEPFAMAQPVFBH-UHFFFAOYSA-N,-26702.7901,788.2332,255.83,3.61331,11.412,13.974,-3.2120900000000003,-2.4665,-0.99424,2.85412,0.90726,267.3324,418.5163269,-1.348
DXXVCXKMSWHGTF-UHFFFAOYSA-N,-28622.1813,-144.3587,318.462,5.28989,11.008,14.135,-1.16679,-0.78468,-0.40921,0.5896899999999999,-0.61142,314.1244,505.04934689999993,-5.906000000000001
DYDNPESBYVVLBO-UHFFFAOYSA-N,-20639.5939,-102.1133,145.246,4.27155,12.646,13.704,-0.45749,-0.39309,-0.45749,0.28904,-0.78172,121.1384,301.1521912,-0.68
DZMDPHNGKBEVRE-UHFFFAOYSA-N,-22380.8427,-55.5219,188.07,2.34518,13.63,15.717,0.0,-1.1525,-0.21677,0.12056,-0.17919000000000002,134.6485,367.2807617,-3.99
DZQVFHSCSRACSX-UHFFFAOYSA-N,-26901.5467,-74.6058,285.144,8.64062,11.59,13.406,-1.94211,-1.23811,-0.9729,2.84635,-0.8329700000000001,264.3014,476.6925049,-2.82
DZTHIGRZJZPRDV-UHFFFAOYSA-N,-27654.4601,658.9802,287.773,5.4634800000000014,12.528,13.206,-1.21872,-0.54903,-0.46215,0.33211,-1.76377,246.2652,465.104248,-2.31
DZZWHBIBMUVIIW-DTORHVGOSA-N,-32944.8735,-447.046,428.581,5.42748,11.505,13.16,-1.16478,-0.54482,-0.45465,0.4273,-2.43235,392.4046,584.5751343,-3.3711
FBPFZTCFMRRESA-UHFFFAOYSA-N,-27298.9936,-1163.9344,209.81,0.24855700000000006,14.786,15.027,-2.30286,-0.06948,-0.40115,0.24774,-2.30286,182.173,360.1988831000001,1.09
FCYQIDFMSYIAEB-UHFFFAOYSA-N,-29328.6577,344.8374,383.895,1.99358,12.765999999999998,13.207,-1.16677,-1.25969,-0.37026,0.23196,-1.45012,331.4108,552.9794312000001,-1.959
FDDDEECHVMSUSB-UHFFFAOYSA-N,-22841.6265,490.2055,182.506,7.32166,11.863,13.434,-1.98202,-1.14786,-0.99175,2.83497,-0.47569,172.2014,343.5537109,-1.38663
FDPIMTJIUBPUKL-UHFFFAOYSA-N,-18506.4859,-76.6692,125.437,3.36902,13.377,15.099,-0.36464,-0.59909,-0.36464,0.26051,-0.36464,86.1334,279.8872375,-0.28
FEFQUIPMKBPKAR-UHFFFAOYSA-N,-24917.2811,-55.3169,257.595,8.90532,12.082,14.593,-0.7785,-0.77947,-0.39837,0.37883,-1.07836,217.267,427.0641174,-2.167
FEMZVDSBIXDODB-UHFFFAOYSA-N,-30979.358,306.6339,375.567,8.417110000000001,11.447,13.640999999999998,-1.15373,-0.53973,-0.45403,0.42772,-1.99651,349.3364,552.3091431,-5.638999999999999
FERIUCNNQQJTOY-UHFFFAOYSA-N,-18976.7639,-89.7161,115.599,2.1485,13.613,16.156,-0.78251,-0.18771,-0.43824,0.35159,-0.78251,88.10600000000002,259.8746643,-0.19
FFEARJCKVFRZRR-UHFFFAOYSA-N,-23040.9754,75.9567,183.196,2.62651,12.918,13.483,-0.76774,-0.36245,-0.43046,0.31689,-1.22514,149.2074,337.9596558,-0.42
FFGPTBGBLSHEPO-UHFFFAOYSA-N,-24628.1245,-33.5347,272.344,5.03364,12.191,13.729,-0.4891,-0.86793,-0.4891,0.43093,-1.15129,236.2726,439.9343567,-3.07931
FGLBSLMDCBOPQK-UHFFFAOYSA-N,-18736.6562,-73.1088,112.06,5.5719699999999985,11.915,16.691,-0.81839,-0.53446,-0.40969,0.53328,-0.28511,89.0938,252.7227478,-0.62
FHADSMKORVFYOS-UHFFFAOYSA-N,-20437.3995,3.7445,173.685,1.97966,15.602,14.975,-0.40643,-1.17946,-0.40643,0.24027,-0.40643,128.2138,322.7430725,-1.29
FLVIGYVXZHLUHP-UHFFFAOYSA-N,-21825.4852,220.66,172.551,8.94603,12.797,13.51,0.0,-0.2626,-0.6479600000000001,0.2673,-1.25255,132.2232,339.4888916000001,-1.46
FMGSKLZLMKYGDP-USOAJAOKSA-N,-28065.9612,-139.9767,364.43,3.77706,13.244000000000002,14.155,-0.74807,-2.1009,-0.40283,0.28235,-0.74807,288.4290000000001,496.0800476,-4.06153
FMINYZXVCTYSNY-UHFFFAOYSA-N,-27144.4429,140.6621,336.249,4.66805,12.617,13.983,-0.48626,-1.33595,-0.48626,0.43388,-1.19792,268.3578,527.4960327,-3.35
FMKMKBLHMONXJM-UHFFFAOYSA-N,-22496.3207,-10.9135,211.614,4.06337,12.299,13.402,0.0,-1.03357,-0.40616,0.26233,-0.70713,173.217,385.3661804,-0.938
FNFPHNZQOKBKHN-UHFFFAOYSA-N,-36445.1101,-300.2543,560.3009999999998,6.11675,12.477,14.445,-2.10589,-2.16362,-0.4035,0.3324,-2.10589,460.6094,727.8582153,-5.51
FNROXVCRPXYLRT-UHFFFAOYSA-N,-27918.4645,270.3425,292.907,2.40924,11.996,14.324000000000002,-1.15543,-0.48485,-0.4623100000000001,0.3802,-1.49848,235.2822,486.0928955,-1.229
FOANIXZHAMJWOI-UHFFFAOYSA-N,-31968.6898,107.9499,390.715,2.30657,11.944,14.37,-1.00556,-1.32213,-0.39063,0.34819,-0.92031,428.1196,567.260437,-4.93
FOCAUTSVDIKZOP-UHFFFAOYSA-N,-18382.8476,-163.9513,95.6045,3.5022,13.0,16.298,-0.7528600000000001,0.23233,-0.41976,0.34612,-0.8592,94.4975,222.8913269,0.944261
FOIBFBMSLDGNHL-UHFFFAOYSA-N,-30269.444,67.1959,384.604,0.00271511,11.052,13.875,-0.22514,-0.07216,-0.1126,0.05686,0.07215,459.7548,518.993042,-12.790485
FPQJEXTVQZHURJ-UHFFFAOYSA-N,-25336.621,180.7545,204.225,2.89467,12.698,14.888,-1.67638,0.5456300000000001,-0.43191,0.30643000000000004,-2.36825,176.1718,386.9068298,-0.11199999999999999
FRDAATYAJDYRNW-UHFFFAOYSA-N,-19820.7484,81.5174,152.81,1.78967,15.679,15.234000000000002,-0.38901,-0.92859,-0.38901,0.23503,-0.38901,102.176,298.6975403,-0.38
FRQUNVLMWIYOLV-UHFFFAOYSA-N,-23353.614,239.8529,203.368,4.96552,11.928,14.053,-0.22466,-0.43738,-0.22466,0.17842,-0.22544,211.4749,351.40872189999993,-4.29
FSCWZHGZWWDELK-UHFFFAOYSA-N,-27351.0406,-22.2226,297.654,3.53105,11.879,14.595999999999998,-0.8892899999999999,-0.1237,-0.36744,0.43245,-1.18281,286.1140000000001,475.6845703,-4.93
FSERHDPEOFYMMK-UHFFFAOYSA-N,-25092.0819,75.1507,257.818,5.78653,12.347,13.267,0.0,-1.14467,-0.27965,0.27998,-0.43677,253.1411,421.462738,-4.0552
FUKCEEDRHGCYHH-UHFFFAOYSA-N,-28460.5235,108.0109,293.9770000000001,2.16825,11.962,14.666,-1.11383,-0.5936899999999999,-0.44503,0.38133,-1.48719,235.2822,488.8417358,-2.759
FULZLIGZKMKICU-UHFFFAOYSA-N,-22289.9295,625.6959,177.102,8.74499,12.261,13.158,0.0,-0.38884,-0.62915,0.28265,-1.1948299999999998,152.2136,337.3738098,-1.77
FUUHMSUPRUNWRQ-UHFFFAOYSA-N,-24142.9272,-34.8896,226.037,4.0503800000000005,11.664,14.168,-0.21669,-0.34341,-0.21669,0.18821,-0.16204000000000002,245.92,371.6450806,-5.26
FVSKHRXBFJPNKK-UHFFFAOYSA-N,-17116.1582,31.9795,82.9983,3.69247,14.148,16.578,0.0,-0.37432,-0.21487,0.12872,-0.14949,55.0792,217.0012817,0.28
FXHOOIRPVKKKFG-UHFFFAOYSA-N,-18707.2872,104.6483,119.884,4.83881,13.907,14.328,-0.47238,-0.07641,-0.47238,0.32386,-0.81599,87.1212,264.636322,1.11
FZBXGZBXWFNCQY-UHFFFAOYSA-N,-27300.421,1.4205,318.572,2.30558,11.96,14.369000000000002,-1.10601,-0.74447,-0.4386,0.38118,-1.42887,261.32,504.30841060000006,-2.542
FZSVSABTBYGOQH-UHFFFAOYSA-N,-27897.7762,-710.4989,274.906,6.2393,12.84,13.470999999999998,-0.5913,-0.8634799999999999,-0.46466,0.40473,-1.06233,218.3134,446.6631165,-1.62
GABQNAFEZZDSCM-UHFFFAOYSA-N,-27389.3615,1075.1554,303.5370000000001,0.573576,12.116,13.237,-0.70548,-1.2398,-0.43649,0.39301,-1.1082,253.3,513.734375,-6.042000000000001
GBDZXPJXOMHESU-UHFFFAOYSA-N,-22346.3668,-184.5468,194.358,2.65414,11.745,14.535,0.0,-0.39135,-0.09536,0.18115,0.02943,215.8938,327.7150574,-4.63015
GBROPGWFBFCKAG-UHFFFAOYSA-N,-26379.8427,-97.8624,326.246,0.12601500000000002,11.380999999999998,13.042,0.0,-2.10304,-0.13457,0.15305,0.0,278.3526,495.5426636,-7.869988
GCKMFJBGXUYNAG-HLXURNFRSA-N,-28234.5441,856.7999,382.626,4.86815,12.4,14.629,-0.75734,-2.247,-0.38191,0.29634,-0.75734,302.4558,504.6696472,-3.97988
GCNTZFIIOFTKIY-UHFFFAOYSA-N,-18831.74,100.5611,113.116,2.51813,12.447,14.809,-0.33189,-0.39256,-0.33189,0.28071,-0.56916,95.1006,249.2917633,1.02
GCQZFVAHUZIDRP-UHFFFAOYSA-N,-29600.8483,108.9827,333.542,4.46683,11.469,13.446,-3.92257,-2.17949,-0.9875,2.83565,-0.39813,327.3724,526.576416,-2.759
GECHUMIMRBOMGK-UHFFFAOYSA-N,-26196.345,101.4222,267.748,7.82857,11.717,13.406,-1.94993,-1.50373,-0.9815,2.84104,-0.54937,249.2868,445.4780273,-2.81913
GEDIWDLJKRKBFT-UHFFFAOYSA-N,-27054.5416,342.7291,292.728,5.92966,12.144,13.861,-0.63417,-0.7045899999999999,-0.45738,0.42973,-1.1715,245.2804,492.28488160000006,-2.09
GETQZCLCWQTVFV-UHFFFAOYSA-N,-16133.8437,-4.157,97.2087,1.51872,15.449000000000002,14.057,0.0,-0.41142,-0.2955,0.08901,-0.2955,59.1108,231.6235657,0.84
GEYOCULIXLDCMW-UHFFFAOYSA-N,-19822.4027,-36.1355,135.828,2.7705900000000003,12.967,12.435,0.0,-0.6249899999999999,-0.43892,0.23851,-0.8776700000000001,108.1426,280.3762817,-0.42
GFBKOADVXIDVBA-UHFFFAOYSA-N,-25225.1375,940.6897,210.976,5.563280000000002,11.586,16.026,-2.67728,-0.08698,-0.97167,2.85716,-1.54565,196.2208,405.4348145,-1.038
GGLIEWRLXDLBBF-UHFFFAOYSA-N,-23409.5629,494.9009,212.551,4.17396,12.645,13.293,-0.7591600000000001,-0.33273,-0.51152,0.42458,-1.52498,180.206,399.1862183,-2.17
GILNGPKTMRSQDW-UHFFFAOYSA-N,-27059.1958,279.9466,281.456,2.67693,11.959,14.409,-1.1084,-0.40912,-0.4411100000000001,0.38161,-1.44995,233.2664,462.1484375,-1.568
GIUGGRUEPHPVNR-UHFFFAOYSA-N,-23793.1966,-63.3674,227.099,2.03345,11.884,13.316,-0.31495,-0.82437,-0.15761,0.17428,-0.33705,218.6391,391.8879089,-5.87
GKEUODMJRFDLJY-UHFFFAOYSA-N,-23056.5106,14.8964,227.151,0.754907,12.034,13.585,0.0,-1.54487,-0.1836,0.14818,0.0,180.2488,389.6563416,-5.22
GKRZNOGGALENQJ-UHFFFAOYSA-N,-19466.3175,-23.924,115.44,8.74506,13.308,15.282,-0.88738,0.52135,-0.47953,0.42392,-1.66395,102.0926,263.699646,-0.9
GLDOVTGHNKAZLK-UHFFFAOYSA-N,-32907.2338,-33.2755,414.576,1.8494,15.562,15.299,-0.4093,-2.85922,-0.4093,0.24303,-0.4093,270.4976,703.4942627,-8.400008
GLUUGHFHXGJENI-UHFFFAOYSA-N,-17798.5059,-13.2574,118.516,0.008136299999999999,15.607,13.556,0.0,-0.48733,-0.34295,0.17367,-0.68561,86.1364,258.30459590000004,1.07
GMVJKSNPLYBFSO-UHFFFAOYSA-N,-23850.6051,530.5217,189.81,3.22488,11.922,14.571,0.0,-0.7381300000000001,-0.15842,0.17122,0.22667,314.8017,325.346344,-5.054741
GNHMRTZZNHZDDM-UHFFFAOYSA-N,-18489.1746,17.5611,107.202,1.46748,13.27,16.116,0.0,-0.27194,-0.14969000000000002,0.14322,-0.2757,89.5243,242.634552,-0.29
GOHBXWHNJHENRX-UHFFFAOYSA-N,-25679.323,-44.9392,293.702,0.316547,11.419,12.981,0.0,-1.91957,-0.18608,0.15192,0.0,242.3196,453.4184265,-6.589999000000001
GPTONYMQFTZPKC-UHFFFAOYSA-N,-27725.3274,-149.1622,295.767,9.04957,11.587,13.407,-2.1709400000000003,-1.1040299999999998,-0.97263,2.84653,-0.99758,280.3008,491.038208,-2.58
GRFNBEZIAWKNCO-UHFFFAOYSA-N,-18589.3639,48.935,112.988,2.89617,12.37,14.501,-0.32886,-0.41322,-0.32886,0.27286,-0.53971,95.1006,249.175705,-0.46
GRWAIJBHBCCLGS-UHFFFAOYSA-N,-20439.5722,-304.6314,133.73,9.00581,12.411,16.021,-0.73819,0.25711,-0.41018,0.34532,-1.18431,128.0902,272.2751465,0.08356799999999999
GSDSWSVVBLHKDQ-UHFFFAOYSA-N,-32432.9048,-639.6304,395.854,9.12809,11.545,13.557,-1.36134,-0.26932,-0.45645,0.42823,-2.11632,361.3721,564.1416016,-1.2655
GTCAXTIRRLKXRU-UHFFFAOYSA-N,-18084.4546,156.8753,88.3793,2.83595,13.857,15.407,-0.80104,0.37761,-0.50758,0.42313,-1.20168,75.067,226.4566956,0.97
GUGOEEXESWIERI-UHFFFAOYSA-N,-38331.4955,217.7878,607.368,3.79375,12.582,13.952,-0.7590899999999999,-3.70032,-0.38922,0.24005,-1.0431700000000002,471.6814,850.286499,-4.871
GVEPBJHOBDJJJI-UHFFFAOYSA-N,-22985.0463,-66.4942,242.92,1.05309,11.048,13.37,0.0,-1.5074299999999998,-0.15657,0.15828,0.0,202.255,398.32138060000005,-5.945064
GWDYJKXSUSPLEA-UHFFFAOYSA-N,-25390.6443,-248.325,250.16,7.259339999999999,11.226,14.38,-0.52709,-0.53445,-0.38606,0.35656,-0.90681,223.2306,424.4527893,-4.61
GWOFUCIGLDBNKM-UHFFFAOYSA-N,-32647.8169,300.6013,408.038,5.61185,11.691,13.248,-1.43952,-0.72322,-0.39796,0.37184,-2.03982,372.8073,612.8497313999999,-4.55319
GWUSZQUVEVMBPI-UHFFFAOYSA-N,-27708.2736,-164.3174,325.74,2.5946700000000003,11.005999999999998,14.298,-1.2082700000000002,-0.80115,-0.41207,0.58516,-1.11654,295.297,506.9263916,-3.8
GXEKYRXVRROBEV-UHFFFAOYSA-N,-22988.6004,-15.6192,201.085,5.91472,13.287,15.904000000000002,-1.7768099999999998,0.09995,-0.40783,0.34409,-1.7768099999999998,186.164,342.9440613,-0.27
GYFAGKUZYNFMBN-UHFFFAOYSA-N,-27061.1694,-838.1853,313.492,0.203001,11.077,12.778,0.0,-1.83438,-0.13091,0.15375,0.0,276.3368,460.6960754,-9.030118
GYMFBYTZOGMSQJ-UHFFFAOYSA-N,-23427.8797,-58.355,240.242,0.361606,11.315,12.755,0.0,-1.61866,-0.18646,0.15629,0.0,192.2598,409.2254028,-6.959999000000001
GYTMHWVFKHLDEA-UHFFFAOYSA-N,-27422.7347,714.5463,298.626,3.72728,11.531,14.202,-2.30783,-2.0545400000000003,-1.03214,2.85442,0.24351,281.3438,486.05621339999993,-4.449
HAPOJKSPCGLOOD-UHFFFAOYSA-N,-24547.7765,-113.8191,261.711,0.367856,11.672,13.234000000000002,0.0,-1.72797,-0.14167000000000002,0.15249,0.0,216.2818,431.3045959,-8.040005
HAXBIWFMXWRORI-UHFFFAOYSA-N,-26246.2222,-432.0221,297.522,0.354593,11.177,12.979,0.0,-1.81192,-0.14494,0.15515,0.0,252.3148,462.9644775,-8.489991
HCFSGRMEEXUOSS-UHFFFAOYSA-N,-29559.038,46.1553,432.361,6.6592600000000015,11.91,13.958,-0.75459,-2.46562,-0.39242,0.29987,-0.75459,340.5046,552.105896,-5.27
HDWIHXWEUNVBIY-UHFFFAOYSA-N,-31873.3997,53.1733,403.851,10.9246,11.372,14.02,-3.8711,-1.76245,-0.974,2.82621,-0.80542,421.4085,595.7062377999998,-3.59
HDZGCSFEDULWCS-UHFFFAOYSA-N,-15806.7907,1.8702,68.8962,0.165718,15.126,13.518,0.0,-0.13652,-0.35359,0.18216,-0.64265,46.0718,197.1527557,1.34
HEZNVIYQEUHLNI-UHFFFAOYSA-N,-27155.136,418.7916,275.235,3.04183,12.061,13.474,-0.69853,-0.77668,-0.48234,0.41537,-1.1242,225.305,475.9816589,-2.09
HFBWPRKWDIRYNX-UHFFFAOYSA-N,-25768.0852,176.3865,275.16700000000003,3.68358,12.288,13.977,0.0,0.04275,-0.40503,0.30111,-1.71643,229.7119,471.7125244,-4.06
HFHZKZSRXITVMK-UHFFFAOYSA-N,-30550.0578,333.6644,385.322,2.90234,12.009,13.634,-1.08616,-1.21245,-0.37912,0.35011,-1.44154,324.3786,596.2441406,-3.73
HHMCAJWVGYGUEF-UHFFFAOYSA-N,-28890.943,-51.3498,322.825,3.92146,10.92,14.904000000000002,-1.7169599999999998,-0.29173000000000004,-0.40106,0.59107,-1.00276,328.2039,507.5221863,-5.22
HHOSMYBYIHNXNO-UHFFFAOYSA-N,-22852.9183,-281.418,208.018,0.06427519999999999,16.156,15.552,0.0,-1.5454,-0.21204,0.08847999999999999,0.0,128.257,368.6878662,-5.05
HJUFTIJOISQSKQ-UHFFFAOYSA-N,-30791.0246,829.1258,359.57,2.51948,12.396,13.476,-1.21904,-0.98821,-0.49749,0.42424,-1.59047,301.3414,602.6848755,-4.69948
HKMTVMBEALTRRR-UHFFFAOYSA-N,-24920.7595,-99.4247,262.21,0.595537,11.694,13.235,0.0,-1.7333,-0.14086,0.15311,0.0,216.2818,425.7159424,-6.6799990000000005
HKOOXMFOFWEVGF-UHFFFAOYSA-N,-19941.2946,92.4119,136.57399999999998,3.00518,12.87,12.673,0.0,-0.73734,-0.3248,0.26231,-0.58878,108.1426,285.6184692,0.07
HKPHPIREJKHECO-UHFFFAOYSA-N,-31064.6114,93.8479,390.244,7.9701,12.419,14.279000000000002,-0.73074,-1.53899,-0.41487,0.32935,-1.15087,311.8509,569.6134643999999,-4.1915
HLQDGCWIOSOMDP-UHFFFAOYSA-N,-26100.8009,30.0594,282.721,3.08474,11.537,14.093,0.0,-0.97469,-0.14087,0.1829,0.04884,291.9914,442.2168274,-7.160000999999999
HLZKNKRTKFSKGZ-UHFFFAOYSA-N,-28742.0887,43.1064,327.205,1.84685,15.561,15.394,-0.40928,-2.2005,-0.40928,0.24303,-0.40928,214.3904,577.6259766,-6.105868
HMIBKHHNXANVHR-UHFFFAOYSA-N,-29229.1923,581.4917,312.659,4.47294,12.274,13.81,-0.6864399999999999,-1.20646,-0.43979,0.21883,-0.95617,253.3586,524.4295654,-3.93
HMSWAIKSFDFLKN-UHFFFAOYSA-N,-39053.7568,332.9383,577.321,0.00117505,15.906,15.201,0.0,-4.39187,-0.21674,0.08242999999999999,0.0,366.7126,951.7295532,-8.330032000000001
HNDVDQJCIGZPNO-YFKPBYRVSA-N,-21752.6995,-142.0339,182.346,3.29722,13.236,14.013,-0.75797,-0.18034,-0.42164,0.35483000000000003,-1.57587,155.156,325.6269531000001,-0.56543
HNJBEVLQSNELDL-UHFFFAOYSA-N,-18521.6582,-283.3198,107.402,5.09754,13.905,14.686,-0.46454,-0.09467,-0.46454,0.32475,-0.84299,85.1054,248.3931122,1.07
HOQADATXFBOEGG-UHFFFAOYSA-N,-32720.7961,-87.0817,405.777,10.7974,10.928,14.588,-2.00876,-1.17331,-1.36907,2.68244,-1.5194299999999998,345.3927,605.788147,-4.19
HORNXRXVQWOLPJ-UHFFFAOYSA-N,-20201.4267,-106.6711,140.017,2.35894,12.37,14.307,-0.3318,-0.5402600000000001,-0.3318,0.27344,-0.36993,128.5579,282.5514526,-0.7
HPQURZRDYMUHJI-UHFFFAOYSA-N,-23037.836,141.1069,217.423,0.0514203,16.048,15.518,0.0,-1.6433799999999998,-0.21688,0.09148,0.0,140.268,397.4005127,-6.08
HPXRVTGHNJAIIH-UHFFFAOYSA-N,-19495.0787,103.1033,138.352,1.92214,15.579,15.264,-0.40388,-0.7911100000000001,-0.40388,0.24038,-0.40388,100.1602,280.6763,-0.44
HPYNZHMRTTWQTB-UHFFFAOYSA-N,-19427.9439,-40.8482,143.8,2.60056,12.52,14.273,0.0,-0.8348700000000001,-0.22693,0.17345,-0.22693,107.1548,290.56604,0.38
HRBKVYFZANMGRE-UHFFFAOYSA-N,-28792.3051,449.8888,298.369,4.81297,10.472,14.741,-2.0788,-0.05593,-1.41721,2.74914,-0.8045800000000001,322.53,459.7139282,-4.82
HRPVXLWXLXDGHG-UHFFFAOYSA-N,-17862.2297,-19.4738,92.8374,4.28559,12.785,15.17,-0.48125,-0.019180000000000003,-0.48125,0.35517,-0.88992,71.0786,229.4373322,0.970115
HRVUKLBFRPWXPJ-UHFFFAOYSA-N,-25715.0946,-40.1362,272.577,2.3589,11.575,13.501,-0.28001,-0.60085,-0.14010999999999998,0.18936,-0.24101,287.5293,431.7147217,-7.596665
HSFWRNGVRCDJHI-UHFFFAOYSA-N,-11839.777,-7.2613,49.1373,0.000413493,14.451,16.315,0.0,-0.45751,-0.22877,0.22878,0.0,26.0378,153.3953247,0.29
HUPFGZXOMWLGNK-UHFFFAOYSA-N,-26802.0305,-174.178,263.182,3.6595,11.718,13.919,-1.07732,-0.28591,-0.41957,0.39886,-1.29382,250.2012,426.2732239,-4.114
HWHLPVGTWGOCJO-UHFFFAOYSA-N,-30473.3797,340.3291,393.265,1.123,12.735,13.949000000000002,-0.37307,-2.48204,-0.37307,0.23151,-0.65303,301.471,563.4611206000002,-1.815
HWWYDZCSSYKIAD-UHFFFAOYSA-N,-19610.1145,75.6597,145.638,2.90577,12.503,14.305,0.0,-0.8466100000000001,-0.21918,0.17429,-0.21918,107.1548,295.6008911,0.38
HYBBIBNJHNGZAN-UHFFFAOYSA-N,-18668.3131,137.4917,111.603,4.5827300000000015,11.986,14.311,-0.42115,-0.32316,-0.37032,0.2944,-0.42115,96.0854,251.094162,-0.1
HYIMSNHJOBLJNT-UHFFFAOYSA-N,-33418.8078,-1172.706,391.784,11.1264,11.397,13.458,-2.14752,-0.52047,-0.44577,0.56598,-1.81945,346.339,548.0637817,-4.63622
HYJSGOXICXYZGS-UHFFFAOYSA-N,-25497.7548,-171.7391,239.307,5.22968,11.917,13.852,-1.10487,-0.05034,-0.41656,0.33306,-1.0959299999999998,243.6643,381.9944153,-2.61
HYVMOJOTZLNZPF-UHFFFAOYSA-N,-27288.5792,125.1643,256.906,4.88241,10.688,14.667,-4.16319,-2.66149,-1.05854,2.8559,1.29426,281.316,423.7268982,-3.6710000000000003
HYWYRSMBCFDLJT-UHFFFAOYSA-N,-28675.2256,-135.5004,322.651,5.06278,10.993,14.059,-2.88137,-1.74321,-0.96666,2.74128,-0.35553,308.3082,519.1553955,-4.489
IAIWVQXQOWNYOU-UHFFFAOYSA-N,-23588.682,133.2315,208.041,7.409219999999999,10.29,13.538,-1.27869,0.01429,-0.47928,0.53476,-1.41045,198.1378,387.242157,-2.92
IAKOZHOLGAGEJT-UHFFFAOYSA-N,-29489.0187,17.1367,364.306,3.49317,11.685,13.679,-0.48827,-1.3329799999999998,-0.24455,0.15909,-0.64273,345.6523,550.27948,-6.589107
IDCPFAYURAQKDZ-UHFFFAOYSA-N,-19503.3263,52.2607,106.894,8.47793,11.873,14.244000000000002,-0.75237,0.27485,-0.47245,0.6693100000000001,-1.29197,104.0682,245.2675476,-1.37
IDOWTHOLJBTAFI-UHFFFAOYSA-N,-30591.1435,276.8812,339.51,0.955043,12.132,13.824000000000002,-1.43116,-0.37665,-0.47624,0.42821,-2.02922,300.3134,572.0317382999998,-4.789885
IFEKQNAXDMZERW-UHFFFAOYSA-N,-24449.0871,-78.2372,239.238,4.6114,12.219,13.586,-0.75397,-0.5299,-0.41961,0.35551,-1.43519,205.2158,398.8522644,-1.4069999999999998
IFLREYGFSNHWGE-UHFFFAOYSA-N,-23865.8646,11.8263,276.246,0.00409297,10.886,12.358,0.0,-1.80553,-0.13413,0.1577,0.0,228.2928,441.3423767,-8.59998
