Compound,G_sol,DeltaG_sol,sol_dip,Lsolu_Hsolv,Lsolv_Hsolu,O_charges,C_charges,Most_neg,Most_pos,Het_charges,volume,MW,SASA,LogS
ZMANZCXQSJIPKH-UHFFFAOYSA-N,-23.24942784,-0.001632665,0.43700000000000006,12.3119,11.9008,0.0,-0.39490506,-0.19960971,0.05421709,0.0,158.408,101.1912,318.6445923,-0.14
ZMISODWVFHHWNR-UHFFFAOYSA-N,-55.93625886,-0.009382353000000001,2.239,5.537999999999999,12.0175,0.0,-1.08902492,-0.49049855,0.33141907,0.01958082,333.525,267.37,484.0611877,-1.386
ZNNLBTZKUZBEKO-UHFFFAOYSA-N,-100.12441390000001,-0.043747355,11.109000000000002,4.5101,13.0633,1.32552845,-1.77907128,-0.65815817,1.20426289,-0.46918772,549.275,494.0043,820.3442993,-5.09
ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,-54.29461833,-0.016302201000000002,7.96,2.8348,12.839,0.65753008,-1.23002262,-0.51242144,0.56853791,0.14334266,292.426,277.2313,474.74627689999994,-4.14976
ZNSSPLQZSUWFJT-UHFFFAOYSA-N,-45.87409069,-0.015548945,2.9610000000000003,4.2051,13.685,0.51642995,-1.63708952,-0.50843042,0.38717637,0.51642995,262.71,208.2566,465.28451540000003,-3.813
ZQUPQXINXTWCQR-UHFFFAOYSA-N,-54.99527323,-0.00817185,2.92,4.2369,13.5177,0.0,-0.87039965,-0.17907587,0.13544988,0.47344604,333.06300000000005,360.8816,485.80828859999997,-7.659992
ZRKWMRDKSOPRRS-UHFFFAOYSA-N,-23.63563061,-0.019244534,3.187,3.2606,13.1392,0.33477557,-0.26795749,-0.48940355,0.33477557,-0.50063852,112.564,103.0804,250.5993347,-0.85
ZRSNZINYAWTAHE-UHFFFAOYSA-N,-29.2114803,-0.006965555,6.01,3.9083,13.2812,0.1611058,-0.65673747,-0.43274544,0.21021588,0.1611058,164.903,136.15,323.02789310000003,-1.49
ZRVUJXDFFKFLMG-UHFFFAOYSA-N,-67.96991993,-0.034566671,8.256,3.7377,12.7045,0.45841622,-1.38505873,-0.65017317,1.13824619,0.2215724,356.936,351.3944,542.7979736000001,-2.99568
ZSDSQXJSNMTJDA-UHFFFAOYSA-N,-74.84267609,-0.015479636000000001,6.261,2.0828,12.6124,0.24609525,-1.72016494,-0.45343448,0.5734688,0.62668482,353.809,335.2823,519.8405762,-5.68
ZTMKADLOSYKWCA-UHFFFAOYSA-N,-50.86016598,-0.016922673,6.515,4.7,13.1743,0.26916444,-1.37202672,-0.51439721,0.33116121,0.68570854,277.194,234.2974,453.00048830000003,-4.59
ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,-16.60733502,-0.0036328640000000004,3.957,4.3857,13.5931,0.0,-0.32971808,-0.40079063,0.22370581,0.0,105.855,72.1066,252.30250550000002,-0.01
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,-16.622574,-0.005558176999999999,4.143,5.0346,13.3089,0.0,-0.39487059,-0.43925109,0.24866026,0.0,104.45700000000001,72.1066,249.5191193,0.52
ZWUAUTPCFIIFAS-UHFFFAOYSA-N,-57.7098189,-0.016647031,3.511,4.093,13.2197,0.41456478,-1.89999705,-0.50084238,0.3557668,0.68196932,337.13199999999995,263.3358,500.62042239999994,-3.341
ZXAGXLDEMUNQSH-UHFFFAOYSA-N,-41.1984365,-0.002772486,0.8759999999999999,4.2913,12.2486,0.0,-0.46933756,-0.10603637,0.04338326,0.0,262.735,206.2866,436.29711910000003,-6.89
ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,-17.62645687,-0.008010712,1.895,12.3723,13.558,0.0,-0.57266295,-0.52279688,0.36019805,0.0,112.34,74.1224,255.27035519999995,0.04
ZXFXBSWRVIQKOD-UHFFFAOYSA-N,-59.80409846,-0.010932903,5.367000000000001,4.3912,13.5686,0.09532059,-1.14215784,-0.33189235,0.15320882,0.66547687,328.061,389.3199,442.54284670000004,-6.151085
ZXQYGBMAQZUVMI-UHFFFAOYSA-N,-92.47574517,-0.018763432,5.919,4.3822,13.1152,0.04638957,-1.33224012,-0.46934475,0.50190646,0.25282505,502.81699999999995,449.8562,742.619751,-8.179996000000001
ZXVONLUNISGICL-UHFFFAOYSA-N,-43.97187696,-0.019594893000000002,8.075,2.5352,14.3097,0.90533005,-1.39184031,-0.44614674,0.57647328,0.48376723,202.519,198.1348,355.7371521,-1.46
ZYJPUMXJBDHSIF-NSHDSACASA-N,-58.67472215,-0.020866567,3.264,4.9388,13.3878,0.30097179,-1.69210856,-0.54979306,0.43077877,0.17447153,326.791,265.3084,515.7813721,-2.1549
ZZLCFHIKESPLTH-UHFFFAOYSA-N,-33.77426214,-0.0021695160000000002,0.875,5.2763,12.7651,0.0,-0.41156337,-0.12192191,0.05792080000000001,0.0,218.713,168.2378,389.8683777,-4.62
ZZORFUFYDOWNEF-UHFFFAOYSA-N,-63.89771074,-0.038395831,11.679,4.7731,12.5359,1.07496016,-2.27276864,-0.65757772,1.16558105,0.69530167,331.903,310.327,530.7507324,-2.96
ZZUFCTLCJUWOSV-UHFFFAOYSA-N,-65.15028526,-0.038249253,7.629,3.8678,12.9389,0.47752208,-1.45355786,-0.67189959,1.17616472,-0.21676201,326.33099999999996,330.7423,521.4887085,-3.80528
