Compound,G_sol,DeltaG_sol,sol_dip,Lsolu_Hsolv,Lsolv_Hsolu,O_charges,C_charges,Most_neg,Most_pos,Het_charges,volume,MW,SASA,LogS
HPYNZHMRTTWQTB-UHFFFAOYSA-N,-22.39031066,-0.0046114170000000005,2.68,5.2872,12.2327,0.0,-0.24882927,-0.27101546,0.09195546,0.04745973,143.8,107.1548,290.56604,0.38
HRBKVYFZANMGRE-UHFFFAOYSA-N,-53.15501209,-0.010784842,4.371,3.4583,12.9357,-0.22703658,-0.66480958,-0.47362906,0.48864179,0.18324493,298.369,322.53,459.71392819999994,-4.82
HRPVXLWXLXDGHG-UHFFFAOYSA-N,-15.88969822,-0.013498526,5.21,4.6552,13.3675,0.0,-0.91155927,-0.54227955,0.28700771,0.28700771,92.8374,71.0786,229.43733219999996,0.970115
HRVUKLBFRPWXPJ-UHFFFAOYSA-N,-49.96039953,-0.005734311,3.8819999999999997,4.3973,12.8211,0.23137686,-0.77708538,-0.23737349,0.12900943,0.39060325,272.577,287.5293,431.71472170000004,-7.596665
HSFWRNGVRCDJHI-UHFFFAOYSA-N,-5.20073479,-0.001410399,0.0,7.8738,14.0208,0.0,-0.09832633,-0.09832633,0.09832633,0.0,49.1373,26.0378,153.3953247,0.29
HUPFGZXOMWLGNK-UHFFFAOYSA-N,-53.48414227,-0.019811588999999998,3.6639999999999997,4.0938,13.4742,0.0135863,-1.41608684,-0.51640968,0.41957027,0.18819832,263.182,250.2012,426.2732239,-4.114
HUTDUHSNJYTCAR-UHFFFAOYSA-N,-53.99787066,-0.015282012,5.086,4.3255,12.482999999999999,0.14054322,-1.40712537,-0.48599849999999994,0.34020341,0.35572383,306.89,256.3036,480.0740051,-2.6
HWHLPVGTWGOCJO-UHFFFAOYSA-N,-65.25003393,-0.007250321999999999,1.9509999999999998,5.7467,11.9467,0.0,-1.25833678,-0.49021413,0.32369279,0.01537889,393.265,301.471,563.4611206000001,-1.815
HWWYDZCSSYKIAD-UHFFFAOYSA-N,-22.39131956,-0.00576303,3.195,5.2397,12.2459,0.0,-0.54164648,-0.26494369,0.0642303,0.04032857,145.638,107.1548,295.6008911,0.38
HYBBIBNJHNGZAN-UHFFFAOYSA-N,-20.79361321,-0.005125422,5.712999999999999,3.6251,13.7825,0.08713605,-0.35223168,-0.41609403,0.20121259,0.08713605,111.603,96.0854,251.094162,-0.1
HYIMSNHJOBLJNT-UHFFFAOYSA-N,-75.52418413,-0.034480473,14.022,2.8687,12.4125,0.20127575,-1.22913008,-0.54713625,0.57012379,-0.39845122,391.784,346.339,548.0637817,-4.63622
HYJSGOXICXYZGS-UHFFFAOYSA-N,-45.22842732,-0.018692881,5.5729999999999995,4.5224,13.4792,0.20453777,-0.67991295,-0.49341526,0.43237459,-0.23783468,239.30700000000002,243.6643,381.9944153,-2.61
HYVMOJOTZLNZPF-UHFFFAOYSA-N,-51.42722257,-0.036615452,5.227,2.7224,14.0869,1.23109686,-1.47738391,-0.64986447,1.2045843,0.33068945,256.906,281.316,423.7268982,-3.6710000000000003
HYWYRSMBCFDLJT-UHFFFAOYSA-N,-63.12185756,-0.030200762000000003,7.765,2.8838,13.2663,0.79657251,-1.16471667,-0.64258156,1.20562702,0.15666169,322.651,308.3082,519.1553955,-4.489
IAIWVQXQOWNYOU-UHFFFAOYSA-N,-43.68294249,-0.025661342,6.547999999999999,2.1448,13.4921,1.00471701,-0.88238269,-0.54310066,0.54266055,-0.09650658,208.041,198.1378,387.24215699999996,-2.92
IAKOZHOLGAGEJT-UHFFFAOYSA-N,-63.48035627,-0.007495388,4.717,5.103,12.7708,0.28628792,-1.2511157,-0.29892315,0.24026943,0.39450163,364.306,345.6523,550.27948,-6.589107
IDCPFAYURAQKDZ-UHFFFAOYSA-N,-23.86600179,-0.025457184,10.102,3.5587,12.4584,0.67461917,-0.15084331,-0.49572757,0.67461917,-0.46378462,106.89399999999999,104.0682,245.26754759999997,-1.37
IDOWTHOLJBTAFI-UHFFFAOYSA-N,-64.38016386,-0.02156463,4.021,5.1766,12.960999999999999,0.96648298,-1.79732964,-0.52293107,0.41188785,0.46128989,339.51,300.3134,572.0317382999999,-4.789885
IFEKQNAXDMZERW-UHFFFAOYSA-N,-43.78259134,-0.022004118,4.104,4.8684,12.4678,0.36482614,-1.22450327,-0.47787977,0.42510808,0.21704807,239.238,205.2158,398.85226439999997,-1.4069999999999998
IFLREYGFSNHWGE-UHFFFAOYSA-N,-44.46078673,-0.003043927,0.0,3.8956,12.0283,0.0,-0.39197175,-0.04741593,0.03637798,0.0,276.246,228.2928,441.3423767,-8.59998
IGEMDIAQXSOCKX-UHFFFAOYSA-N,-58.83549292,-0.045107932999999996,13.52,3.7489,13.9641,1.06849568,-1.65472711,-0.6599092,1.19510622,0.21549895,312.597,319.3648,492.18515010000004,-3.0269999999999997
IIZIPXWXNPFUOU-UHFFFAOYSA-N,-55.49757273,-0.027824485,3.582,4.1078,13.2612,0.4905133,-2.15974336,-0.53021572,0.36728086,0.75533425,304.123,251.2816,489.18292239999994,-1.367
IJFPVINAQGWBRJ-UHFFFAOYSA-N,-86.6039755,-0.020474798,4.9830000000000005,3.7352,13.6922,0.23646605,-1.96338694,-0.49729434,0.37497966,0.23646605,523.0840000000001,390.5618,773.0043945,-6.639999
IKECULIHBUCAKR-UHFFFAOYSA-N,-23.90812474,-0.006148229,2.049,12.3703,13.2425,0.0,-0.76042429,-0.51697995,0.33332017,0.0,152.585,102.176,293.6345825,-0.41
IKZBNCORGKYEDZ-UHFFFAOYSA-N,-72.13256611,-0.032660402000000005,12.443,3.8858,12.6011,0.06812649,-2.0437425,-0.51925228,0.41430172,0.34900479,352.782,335.3096,530.4804077,-5.269
IMIDOCRTMDIQIJ-UHFFFAOYSA-N,-45.52722694,-0.01426547,2.6069999999999998,5.5536,11.9812,0.40621074,-1.42042231,-0.54899627,0.40621074,0.39569021,262.808,208.2596,449.63876339999996,-2.36
IMMLSOUHQHJKTL-UHFFFAOYSA-N,-94.26230401,-0.026687599,6.816,4.7675,11.9916,0.08102565,-1.32376813,-0.50718514,0.37380854,-0.51046318,521.9119999999999,467.348,699.114624,-1.45272
IMNFDUFMRHMDMM-UHFFFAOYSA-N,-22.97763155,-0.000709137,0.036000000000000004,13.6896,13.6491,0.0,-0.41409108,-0.11121614,0.03754602,0.0,165.81799999999998,100.2034,340.0371704,-4.53
IMONTRJLAWHYGT-UHFFFAOYSA-N,-73.19665013,-0.016140045,7.132999999999999,4.4299,12.9863,0.60710363,-2.0375756000000003,-0.48932339,0.37003665,0.60710363,420.293,340.4614,579.336731,-4.79
IMPKVMRTXBRHRB-UHFFFAOYSA-N,-39.17270154,-0.030790894,7.124,10.8169,13.3903,0.40569027,-1.98762748,-0.5082445,0.36865583,0.40569027,182.025,164.1578,320.2976379,-0.17
IMWQMZMZPWIQBE-UHFFFAOYSA-N,-41.36622106,-0.03182635,0.9670000000000001,3.7589,13.0503,0.33560482,-1.06159567,-0.57299632,0.33560482,-0.24113938,212.267,186.173,396.4159546,-1.9480000000000002
INWLQCZOYSRPNW-UHFFFAOYSA-N,-53.00068746,-0.010901582,5.774,5.6263,12.0214,0.0,-1.31727798,-0.49888108,0.27645936,0.30386667,319.28,246.3516,476.7664795,-1.55
IOUNQDKNJZEDEP-UHFFFAOYSA-N,-66.08854365,-0.019809831,5.206,4.5697,13.0284,-0.05745629,-0.92750596,-0.4920411,0.40844805,-0.29160797,385.218,367.8016,565.5169678,-5.23
IPCSVZSSVZVIGE-UHFFFAOYSA-N,-58.37527232,-0.013892133000000001,2.615,5.3392,13.3393,0.37059436,-1.82134215,-0.48907442,0.41572185,0.37059436,375.32300000000004,256.4276,643.2553711,-6.809999
IPEHBUMCGVEMRF-UHFFFAOYSA-N,-26.0216353,-0.017874278,5.757000000000001,3.662,12.4921,0.0,-1.1889184,-0.52888052,0.27882331,0.38578003,137.27700000000002,123.11399999999999,281.4981995,-0.74
IQUPABOKLQSFBK-UHFFFAOYSA-N,-30.36230931,-0.012290933,6.1370000000000005,2.8930000000000002,13.9836,0.73256333,-0.99939483,-0.47660827,0.55240706,0.27877376,148.124,139.1104,288.76617430000005,-1.74
IRCMYGHHKLLGHV-UHFFFAOYSA-N,-60.41515456,-0.025373329,7.14,5.1588,13.1985,0.12016813,-1.17834616,-0.67930727,1.36111507,0.12016813,323.663,286.3422,524.5583496,-3.42
IRIAEXORFWYRCZ-UHFFFAOYSA-N,-66.88645378,-0.017571667,5.189,3.7074,13.5967,0.23829279,-1.3521372,-0.49630423,0.37513149,0.23829279,378.57599999999996,312.3646,604.6594238,-5.649453
ISEUFVQQFVOBCY-UHFFFAOYSA-N,-49.64728655,-0.019767421,3.687,5.3931,12.4423,0.0,-1.63055093,-0.41850895,0.32913746,0.57357288,289.545,225.293,491.2127075,-2.48
ISMYLNZMKJLINI-UHFFFAOYSA-N,-55.85313113,-0.012102402,4.29,4.3192,12.2837,0.0,-1.44746758,-0.52503756,0.268565,0.50057287,315.649,268.3176,480.7107239,-2.86
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,-19.88254832,-0.00070233,2.021,5.7007,13.2448,0.0,-0.54670641,-0.5101023,0.37774438,0.0,117.505,94.1128,257.9651184,0.0
ITEQSCBLCCNACE-UHFFFAOYSA-N,-47.1803853,-0.015501951000000002,7.687,3.8517,13.2892,0.63527004,-1.67950294,-0.53864635,0.39217007,0.55624298,265.744,211.2602,443.2851563,-0.85
IUTPYMGCWINGEY-UHFFFAOYSA-N,-50.94042322,-0.009123944,1.996,4.3278,13.347999999999999,0.0,-0.87191992,-0.18518695,0.11639690000000001,0.38599218,310.61,326.4365,471.3568726,-7.39
IVUXTESCPZUGJC-UHFFFAOYSA-N,-58.12704049,-0.016249473,9.195,5.3256,12.6482,0.4630594,-1.10010485,-0.57227205,0.31828405,-0.03536424,326.948,290.7487,537.6580811000001,-4.89
IWDCLRJOBJJRNH-UHFFFAOYSA-N,-23.02893208,-0.008680471,2.254,5.7762,12.9567,0.0,-0.65130165,-0.51326506,0.37452692,0.0,139.251,108.1396,289.1115417,-0.7
IWYDHOAUDWTVEP-UHFFFAOYSA-N,-33.30844157,-0.017291918,3.6060000000000003,4.8854,13.5217,0.44943967,-1.51279588,-0.48586333,0.43353545,0.44943967,175.696,152.1494,330.9116211,0.050732
IYXGSMUGOJNHAZ-UHFFFAOYSA-N,-37.26721401,-0.012556185,1.912,5.0232,13.5328,0.28412673,-1.11756141,-0.47056000000000003,0.37727357,0.28412673,193.24099999999999,160.1694,386.00811769999996,-0.82
IZNWACYOILBFEG-UHFFFAOYSA-N,-38.97546728,-0.009058931,7.4270000000000005,2.9104,13.2618,0.55021744,-0.67717894,-0.46033991,0.55021744,0.10235103,217.808,187.1976,368.846344,-4.272
JAYCNKDKIKZTAF-UHFFFAOYSA-N,-38.75808225,-0.006105635,3.359,5.0096,13.3007,0.0,-0.57817925,-0.22488617,0.09869999,0.09869999,241.513,223.1012,400.2556458,-5.27
JBDOSUUXMYMWQH-UHFFFAOYSA-N,-33.17778136,-0.001339243,4.715,3.9521,12.547,0.0,-0.46256868,-0.25558724,0.15889678,0.15889678,214.86900000000003,185.243,378.7547302,-4.6
JFCQEDHGNNZCLN-UHFFFAOYSA-N,-31.00590498,-0.024774149,5.062,5.2791,14.0406,0.2547375,-1.17545878,-0.48833466,0.41684602,0.2547375,152.966,132.1158,307.78289789999997,1.0
JFNWFXVFBDDWCX-UHFFFAOYSA-N,-63.57457901,-0.040272838,17.541,4.7737,12.8056,0.67979049,-1.54633036,-0.64638037,1.19549757,0.00273393,334.439,309.3392,516.9658813,-3.59
JFSPBVWPKOEZCB-UHFFFAOYSA-N,-42.21419319,-0.01021197,4.555,4.9449,12.8603,-0.13868203,-0.89351099,-0.51783583,0.27642186,0.13773983,235.415,201.2244,415.3181763,-3.3
JHBKHLUZVFWLAG-UHFFFAOYSA-N,-32.05422028,-0.004489623,0.0,4.4402,13.5936,0.0,-0.49712997,-0.13524428,0.13106563,0.2867282,196.43,215.8938,332.57015989999996,-5.512673
JHIVVAPYMSGYDF-UHFFFAOYSA-N,-21.90609423,-0.005307399,4.508,4.8839999999999995,13.1819,0.0,-0.47491751,-0.44573142,0.25212886,0.0,131.80100000000002,98.1444,275.71688839999996,-0.6
JHJOOSLFWRRSGU-UHFFFAOYSA-N,-52.86223855,-0.01151003,4.565,4.2627,12.9011,-0.35881734,-0.85507159,-0.51084336,0.5171044,0.08507371,305.084,321.5422,471.49621579999996,-5.72
JIEKMACRVQTPRC-UHFFFAOYSA-N,-61.21378093,-0.017096322,3.2319999999999998,4.1776,12.9348,-0.10394326,-0.57474661,-0.4809655,0.4240173,-0.54715741,355.13800000000003,329.8003,546.2109375,-4.966
JIGUQPWFLRLWPJ-UHFFFAOYSA-N,-22.81200761,-0.007447987,2.802,4.047,14.0949,0.35994304,-0.88869933,-0.49380538,0.35994304,0.35994304,132.209,100.117,288.3949585,-0.74
JIVPVXMEBJLZRO-UHFFFAOYSA-N,-65.35796628,-0.040979047000000005,9.242,4.1911,13.5335,1.01828796,-1.47265397,-0.66745817,1.18595044,-0.21345657,339.23900000000003,338.7649,514.914917,-3.38927
JJYPMNFTHPTTDI-UHFFFAOYSA-N,-22.38421342,-0.005646101,2.263,6.1845,11.9204,0.0,-0.53671129,-0.32029033,0.19459109,0.0,143.15200000000002,107.1548,295.324646,-0.85
JLKIGFTWXXRPMT-UHFFFAOYSA-N,-51.07047604,-0.035817199,10.035,5.4112,12.522,0.2563951,-1.17050284,-0.66128738,1.15878352,-0.15272543,266.56,253.2752,456.28668210000006,-2.7784400000000002
JLRGJRBPOGGCBT-UHFFFAOYSA-N,-55.98246278,-0.029307827999999998,8.583,4.9047,13.5923,0.88171472,-1.14253031,-0.65885772,1.20115401,-0.31917938,311.298,270.3458,524.9182739,-3.39
JLYXXMFPNIAWKQ-UHFFFAOYSA-N,-43.16621753,-0.016198695,6.072,5.8454,12.6453,0.0,-0.84562223,-0.18675205,0.13133028,0.25050512,244.546,290.8314,374.2933655,-4.51
JMMWKPVZQRWMSS-UHFFFAOYSA-N,-23.85548398,-0.007746309,3.295,5.3542,14.0133,0.36974813,-0.91753533,-0.50120419,0.36974813,0.36974813,138.692,102.1328,297.33068849999995,-0.55
JOFWLTCLBGQGBO-UHFFFAOYSA-N,-63.14495704,-0.019703343,8.177999999999999,3.781,12.5561,0.0,-0.84699245,-0.25765765,0.13559372,-0.02828775,362.691,343.2146,534.538269,-4.08
JOMNTHCQHJPVAZ-UHFFFAOYSA-N,-22.53060065,-0.004540037,2.089,12.1576,11.8863,0.0,-0.68389674,-0.28975662,0.15101393,0.05560297,140.25,100.1632,278.4187622,0.74
JOYRKODLDBILNP-UHFFFAOYSA-N,-21.01238106,-0.014490942,4.095,6.3846,14.0901,0.41423034,-0.79314526,-0.56513006,0.41423034,0.28094347,109.318,89.0938,257.76037599999995,0.85
JPLCQHHISLYGRA-UHFFFAOYSA-N,-41.3547457,-0.013465187,4.8260000000000005,4.9895,12.6962,0.22183401,-1.40323447,-0.50541093,0.28015232,0.52975059,229.449,192.217,413.1203613,-2.138
JQUIGGQYRQVIIE-UHFFFAOYSA-N,-51.359216700000005,-0.026662957999999997,9.033999999999999,4.0655,13.175,0.6984020000000001,-2.13365841,-0.49326676,0.36000742,0.98633852,272.416,235.239,458.7335205,-0.495
JRZJOMJEPLMPRA-UHFFFAOYSA-N,-28.2203988,-0.0014625679999999998,0.521,6.4874,13.2578,0.0,-0.50476849,-0.11125717,0.04488683,0.0,203.13099999999997,126.2412,391.31744380000004,-5.05
JSZOAYXJRCEYSX-UHFFFAOYSA-N,-20.8882141,-0.008341181,5.296,3.1571,14.4224,0.5903271999999999,-0.57834015,-0.4386920999999999,0.5903271999999999,0.16346313,111.68299999999999,89.0938,258.38607790000003,-0.8
JTAGHJPZEDNHHA-UHFFFAOYSA-N,-80.29685823,-0.028383446,9.419,4.9302,12.127,0.50185151,-2.06643105,-0.54698232,0.27479709,0.19743246,443.74199999999996,371.4352,712.0881958,-1.845
JTGMTYWYUZDRBK-UHFFFAOYSA-N,-41.18939466,-0.002915755,0.003,4.4353,12.033,0.0,-0.53217807,-0.11873821,0.05422169,0.0,255.294,206.2866,413.1112061,-6.5700009999999995
JUHORIMYRDESRB-UHFFFAOYSA-N,-49.99244278,-0.004748988,1.776,5.7678,12.1224,0.0,-0.8436115,-0.27967127,0.14754529,0.01344706,318.559,240.3474,525.7734985000001,-1.206
JUJWROOIHBZHMG-UHFFFAOYSA-N,-16.09548926,-0.004077679,2.458,5.0163,12.3904,0.0,-0.29549506,-0.25071335,0.05592058,0.0,101.837,79.1012,235.5770264,0.76
JVPGYYNQTPWXGE-UHFFFAOYSA-N,-41.60686229,-0.004390275999999999,1.834,4.1423,13.0104,0.0,-0.75839651,-0.2749395,0.12351308,0.19777094,262.08799999999997,225.3076,440.8222351,-4.353
JVSWJIKNEAIKJW-UHFFFAOYSA-N,-26.1180245,-0.000984935,0.061,13.6581,13.5761,0.0,-0.48521329,-0.11392522,0.03754596,0.0,186.87900000000002,114.2302,362.655365,-5.08
JWBOIMRXGHLCPP-UHFFFAOYSA-N,-53.14357316,-0.008514214,4.797,5.1926,13.2891,0.0,-1.0658881000000002,-0.22371989,0.14127241,0.33638957,323.69,320.045,486.3045959,-6.509999
JWUCHKBSVLQQCO-UHFFFAOYSA-N,-62.99282275,-0.016866693999999998,1.033,5.1116,12.7755,0.14914158,-1.64407368,-0.48267762,0.35553217,0.49108537,334.086,301.295,484.7045898,-3.37
JWUJQDFVADABEY-UHFFFAOYSA-N,-19.76708964,-0.002880099,2.218,11.735999999999999,13.1929,0.11175895,-0.48996434,-0.37326157,0.11175895,0.11175895,121.73899999999999,86.1334,265.5760498,0.11
JWZZKOKVBUJMES-UHFFFAOYSA-N,-47.13915849,-0.026322312999999996,2.5669999999999997,5.5456,12.0852,0.22790279,-1.94190871,-0.50160821,0.37666847,0.23632967,265.687,211.2602,447.6623230000001,0.14
JXCGFZXSOMJFOA-UHFFFAOYSA-N,-42.39049308,-0.014598554,5.398,5.5263,12.6581,0.31890748,-0.78604269,-0.56716895,0.31890748,-0.1693821,244.827,212.6785,424.43399050000005,-3.46
JXSJBGJIGXNWCI-UHFFFAOYSA-N,-64.43607578,-0.019206242,7.471,4.3857,12.8117,-0.27614118,-1.22345451,-0.48570126,0.37378061,-0.41363624,356.523,330.3503,560.1901245,-3.3626400000000003
JXVIIQLNUPXOII-UHFFFAOYSA-N,-49.88411054,-0.013021888,6.43,5.7707,12.719000000000001,0.0,-1.35145548,-0.55903551,0.3321323,0.27914156,293.625,232.3248,483.25292970000004,-4.11
JYFHYPJRHGVZDY-UHFFFAOYSA-N,-45.55899204,-0.014439948000000001,4.723,7.3902,14.1722,-0.11032782,-0.76448018,-0.55857316,0.68599776,-0.11032782,261.32099999999997,210.2095,463.5078125,-1.087
JYVLIDXNZAXMDK-UHFFFAOYSA-N,-20.76860863,-0.006606371,2.274,12.6301,13.3989,0.0,-0.65121258,-0.51725444,0.34325692,0.0,134.317,88.1492,286.03524780000004,-0.29
JYYNAJVZFGKDEQ-UHFFFAOYSA-N,-22.39292311,-0.0047837520000000005,2.88,5.367000000000001,12.234000000000002,0.0,-0.516837,-0.27794168,0.09910596,0.09910596,145.351,107.1548,298.2058105,0.38
JZQKKSLKJUAGIC-UHFFFAOYSA-N,-53.90078422,-0.015454613,2.397,5.812,12.1084,0.10642615,-1.08441841,-0.49261353,0.35729219,0.14923753,312.947,248.3242,509.825592,-3.8545300000000005
JZUFKLXOESDKRF-UHFFFAOYSA-N,-55.06335271,-0.049299143,12.606,4.2939,13.2984,1.05726795,-0.95587868,-0.67732268,1.18940312,-0.47375479,269.77099999999996,297.7309,431.7575989,-2.6939
JZUTXVTYJDCMDU-UHFFFAOYSA-N,-82.73392845,-0.014529361999999999,7.572,3.9739999999999998,12.2322,0.74603905,-2.02092549,-0.48690922,0.36332995,0.78810812,420.226,383.4,604.5792236000001,-4.11
KAATUXNTWXVJKI-UHFFFAOYSA-N,-80.68730094,-0.016951256,6.871,4.7504,13.1946,0.03429808,-1.21646477,-0.47962058,0.36524083,0.11905307,475.36699999999996,416.30300000000005,696.9781494,-8.019997
KAESVJOAVNADME-UHFFFAOYSA-N,-13.96625535,-0.004012468,2.6630000000000003,7.0154,12.4871,0.0,0.03622748,-0.09460561,0.20710225,0.0,88.6938,67.0902,221.2260284,-0.17
KANLOADZXMMCQA-UHFFFAOYSA-N,-38.06789588,-0.002675092,0.997,4.7772,12.6651,0.0,-0.42133788,-0.12198038,0.0576341,0.0,238.158,192.2598,403.2672424,-5.84
KDDQDUIBYASSFC-UHFFFAOYSA-N,-68.57369357,-0.014309513000000001,7.487,3.9122,12.5379,0.28244149,-1.54881198,-0.50148212,0.49810904,0.81728579,339.87699999999995,322.2891,505.2969666,-4.21
KDYFGRWQOYBRFD-UHFFFAOYSA-N,-27.86504422,-0.023244005,0.003,5.2201,14.1485,0.26454466,-1.09704382,-0.48117392,0.42104714,0.26454466,131.45,118.089,281.1311035,-0.2
KENZYIHFBRWMOD-UHFFFAOYSA-N,-46.88253248,-0.008552209,3.4,4.4929,13.2918,0.0,-0.81833835,-0.19372545,0.10439382,0.29536612,286.887,291.9914,449.72058110000006,-7.250000999999999
KFIRODWJCYBBHY-UHFFFAOYSA-N,-46.86060417,-0.034785057,9.716000000000001,2.3807,14.3866,0.38963259999999994,-1.20035872,-0.47770879,0.57857689,-0.02002392,209.995,211.1306,357.97631839999997,-1.00776
KFNNIILCVOLYIR-UHFFFAOYSA-N,-20.68790571,-0.005962109,5.92,4.6195,14.3371,0.35167173,-0.68573607,-0.43724478,0.35167173,0.35167173,117.164,88.10600000000001,266.15405269999997,-0.49
KFZMGEQAYNKOFK-UHFFFAOYSA-N,-14.49186631,-0.00640499,2.327,12.6748,13.5431,0.0,-0.53789544,-0.52417877,0.34582654,0.0,91.2748,60.0956,227.4402924,0.43
KGVPNLBXJKTABS-UHFFFAOYSA-N,-22.09314471,-0.013693948999999999,2.0980000000000003,5.7651,13.2838,-0.25355267,-0.60589154,-0.43736736,0.40437153,-0.02843095,111.95,99.089,256.46893309999996,-0.07
KHBQMWCZKVMBLN-UHFFFAOYSA-N,-30.61726925,-0.023620171000000002,6.513,4.8101,13.6775,0.48686229,-0.68200288,-0.66729273,1.15061952,-0.18043044,166.359,157.1868,322.3204956,-1.56
KHNYNFUTFKJLDD-UHFFFAOYSA-N,-48.74928588,-0.003389395,0.7190000000000001,3.92,12.4808,0.0,-0.41162223,-0.04317591,0.04154704,0.0,296.46,252.3148,456.55862429999996,-8.0
KIEDNEWSYUYDSN-UHFFFAOYSA-N,-48.24917184,-0.010673539,2.966,5.2545,13.015999999999998,0.31499345,-1.20366093,-0.51246396,0.25789794,0.30506477,279.406,239.7011,439.12042239999994,-2.34
KIGQVWWOESIMBG-UHFFFAOYSA-N,-39.45745939,-0.030959168999999998,7.806,4.8283,12.523,0.36355731,-1.49302443,-0.48849713,0.41953333,0.58094172,223.25900000000001,181.1938,397.626709,0.46
KIVUHCNVDWYUNP-UHFFFAOYSA-N,-47.90077015,-0.008157086,4.2989999999999995,4.8509,11.7898,0.0,-0.69159063,-0.28624099,0.20817591,0.0,285.633,243.3074,449.0122375,-6.2
KIWUVOGUEXMXSV-UHFFFAOYSA-N,-21.42150153,-0.007706661,3.517,3.2446,12.8143,0.30385205,-0.47284750000000003,-0.43628853,0.30385205,0.04080791,136.472,133.1828,268.7313538,-1.77
KJONHKAYOJNZEC-UHFFFAOYSA-N,-58.43547393,-0.01909395,2.786,2.6844,12.9017,0.85492384,-0.95504256,-0.46642222,0.56560941,0.04719283,307.358,281.2702,484.7434692,-3.79244
KJVQYDYPDFFJMP-UHFFFAOYSA-N,-50.29113161,-0.032793492,11.243,4.8728,12.6526,0.52348506,-1.29250825,-0.66041118,1.1771371000000002,0.00913322,278.263,269.3358,465.1863709,-2.909
KMAQZIILEGKYQZ-UHFFFAOYSA-N,-30.34243198,-0.009935925,6.225,2.7051,13.9467,0.14251043,-0.56407447,-0.43480764,0.57731807,0.16008184,160.743,157.5561,307.4826965,-2.77
KMRNTNDWADEIIX-UHFFFAOYSA-N,-20.89511503,-0.014576368000000001,4.506,4.8608,13.8298,-0.10757263,-0.25805879,-0.48019485,0.42723522,-0.10757263,133.857,199.9758,274.8725891,-0.43
KNAHARQHSZJURB-UHFFFAOYSA-N,-33.17244988,-0.01646535,7.9,4.1985,12.4047,0.28837305,-0.90471052,-0.50505425,0.28837305,0.38271992,201.959,170.2288,360.8569336,-2.15
KOCYTWBTXZOUFS-UHFFFAOYSA-N,-29.65266207,-0.014406549,4.556,2.8445,12.2236,0.0,-1.07063772,-0.26580387,0.17159172,0.49130194,165.07299999999998,146.1512,315.3018494,0.06
KPQZUUQMTUIKBP-UHFFFAOYSA-N,-41.37443339,-0.022224245,9.746,2.875,13.3214,0.65560682,-1.27591161,-0.50456254,0.53418949,0.05773038,214.486,185.1822,365.94912719999996,-0.737
KPSSIOMAKSHJJG-UHFFFAOYSA-N,-20.76763684,-0.007865684,1.7919999999999998,12.3727,13.5239,0.0,-0.64824657,-0.51559918,0.35797148,0.0,134.565,88.1492,274.461792,-0.4
KQBFUDNJKCZEDQ-UHFFFAOYSA-N,-59.05468604,-0.007577038,1.364,4.3098,13.6213,0.0,-0.92195998,-0.15236999,0.13794329,0.58430314,358.57099999999997,395.3267,500.27728269999994,-7.919987
KQNPFQTWMSNSAP-UHFFFAOYSA-N,-20.71657313,-0.012156186000000001,2.5340000000000003,5.2849,13.9135,0.36841048,-1.06422412,-0.48734341,0.41473637,0.36841048,115.531,88.10600000000001,256.9899597,0.28
KRTSDMXIXPKRQR-UHFFFAOYSA-N,-47.89857338,-0.022262814,4.313,4.6723,13.0075,0.27171798,-1.11204965,-0.54989854,0.69208835,-0.25808453,248.80700000000002,223.1651,431.7197876,0.65
KSCFJBIXMNOVSH-UHFFFAOYSA-N,-56.43299909,-0.028845992,7.968999999999999,4.4982,13.2471,0.44385422,-2.57055479,-0.51472489,0.37538371,0.93982103,283.387,254.245,448.808075,-0.17
KSFDHSSNYJNHAN-UHFFFAOYSA-N,-35.35721349,-0.008796798,4.408,4.9322,12.0684,0.0,-0.84622163,-0.26522296,0.12041581,0.17917961,218.05900000000003,172.2292,379.7961121,-1.367
KSMVNVHUTQZITP-UHFFFAOYSA-N,-49.97083887,-0.007040986,0.8370000000000001,4.1785,13.4245,0.13531055,-0.78649615,-0.19038956,0.13531058,0.40503733,285.32,305.975,444.0482788,-8.860121000000001
KSUUMAWCGDNLFK-UHFFFAOYSA-N,-41.23446852,-0.026060825,10.121,5.1101,12.908,0.29892878,-1.58432728,-0.52687159,0.35428798,0.55085202,236.051,184.2376,406.68997189999993,-2.747
KTXUOWUHFLBZPW-UHFFFAOYSA-N,-38.7592619,-0.005891204000000001,1.452,4.7832,13.2347,0.0,-0.58529516,-0.22685971,0.10199161,0.10199141,244.10299999999998,223.1012,408.7530212,-5.8
KUAZQDVKQLNFPE-UHFFFAOYSA-N,-37.70823341,-0.015564973000000001,1.814,3.9101,12.3031,0.0,-0.29016763,-0.51611354,0.16316577,-0.76834172,267.342,240.4142,423.8071289,-3.9
KUCQYCKVKVOKAY-UHFFFAOYSA-N,-73.27041519,-0.015848262,4.079,2.6854,12.9819,0.56063842,-1.89577152,-0.42156735,0.39254333,0.56063842,412.082,366.8433,583.5130005,-5.93
KVBGVZZKJNLNJU-UHFFFAOYSA-N,-40.84351388,-0.028908356,7.097,4.2023,13.2575,-0.03435998,-0.84516552,-0.68780685,1.34099554,-0.03435998,216.593,208.2314,381.74310299999996,-1.265
